iter	Passed	Remaining
1661	84424	169560
1662	84472	169504
1663	84515	169436
1664	84567	169387
1665	84612	169326
1666	84665	169279
1667	84715	169228
1668	84764	169173
1669	84810	169114
1670	84871	169081
1671	84926	169041
1672	84976	168987
1673	85032	168946
1674	85082	168894
1675	85132	168843
1676	85184	168794
1677	85238	168749
1678	85291	168702
1679	85343	168655
1680	85391	168599
1681	85440	168543
1682	85486	168483
1683	85533	168426
1684	85587	168380
1685	85639	168332
1686	85689	168280
1687	85741	168232
1688	85801	168198
1689	85855	168155
1690	85910	168113
1691	85964	168067
1692	86029	168044
1693	86087	168008
1694	86142	167964
1695	86193	167915
1696	86244	167863
1697	86295	167813
1698	86346	167763
1699	86392	167704
1700	86444	167653
1701	86489	167592
1702	86537	167536
1703	86591	167491
1704	86637	167431
1705	86687	167378
1706	86735	167323
1707	86784	167267
1708	86826	167201
1709	86885	167164
1710	86938	167118
1711	86991	167072
1712	87038	167014
1713	87095	166976
1714	87145	166923
1715	87200	166879
1716	87250	166828
1717	87300	166774
1718	87354	166730
1719	87405	166679
1720	87451	166620
1721	87502	166569
1722	87553	166520
1723	87603	166466
1724	87649	166407
1725	87700	166355
1726	87746	166296
1727	87795	166241
1728	87850	166198
1729	87903	166152
1730	87953	166100
1731	88002	166045
1732	88047	165984
1733	88094	165926
1734	88143	165871
1735	88188	165810
1736	88237	165757
1737	88296	165720
1738	88343	165662
1739	88387	165598
1740	88441	165554
1741	88491	165502
1742	88542	165452
1743	88589	165394
1744	88649	165359
1745	88705	165319
1746	88760	165276
1747	88808	165220
1748	88864	165179
1749	88911	165122
1750	88957	165061
1751	89002	164999
1752	89055	164953
1753	89103	164896
1754	89153	164845
1755	89201	164789
1756	89252	164739
1757	89303	164688
1758	89353	164636
1759	89406	164589
1760	89458	164539
1761	89513	164497
1762	89565	164449
1763	89616	164399
1764	89666	164345
1765	89711	164285
1766	89764	164238
1767	89813	164183
1768	89869	164142
1769	89916	164084
1770	89960	164022
1771	90010	163969
1772	90062	163921
1773	90108	163862
1774	90154	163802
1775	90201	163744
1776	90257	163703
1777	90308	163652
1778	90361	163605
1779	90410	163550
1780	90462	163503
1781	90532	163487
1782	90580	163430
1783	90627	163373
1784	90675	163317
1785	90719	163254
1786	90767	163198
1787	90822	163155
1788	90876	163109
1789	90925	163056
1790	90967	162990
1791	91023	162947
1792	91078	162904
1793	91125	162847
1794	91173	162791
1795	91225	162742
1796	91276	162692
1797	91330	162648
1798	91372	162580
1799	91426	162535
1800	91472	162476
1801	91519	162419
1802	91581	162388
1803	91634	162341
1804	91686	162291
1805	91732	162233
1806	91778	162174
1807	91833	162131
1808	91891	162092
1809	91942	162041
1810	91992	161989
1811	92040	161934
1812	92088	161879
1813	92136	161823
1814	92185	161768
1815	92235	161717
1816	92291	161675
1817	92338	161618
1818	92389	161566
1819	92439	161514
1820	92489	161462
1821	92535	161404
1822	92583	161347
1823	92637	161302
1824	92704	161280
1825	92760	161238
1826	92808	161182
1827	92870	161151
1828	92919	161097
1829	92966	161040
1830	93013	160982
1831	93066	160935
1832	93115	160881
1833	93166	160832
1834	93213	160774
1835	93262	160720
1836	93316	160675
1837	93368	160626
1838	93418	160573
1839	93469	160522
1840	93516	160467
1841	93563	160409
1842	93613	160356
1843	93659	160298
1844	93710	160246
1845	93765	160204
1846	93845	160202
1847	93895	160150
1848	93943	160094
1849	93986	160031
1850	94045	159993
1851	94087	159928
1852	94145	159889
1853	94195	159838
1854	94248	159790
1855	94303	159747
1856	94355	159698
1857	94409	159652
1858	94459	159600
1859	94515	159558
1860	94561	159499
1861	94608	159441
1862	94655	159384
1863	94705	159332
1864	94754	159279
1865	94807	159231
1866	94861	159185
1867	94918	159146
1868	94971	159098
1869	95019	159043
1870	95067	158987
1871	95112	158926
1872	95166	158882
1873	95210	158820
1874	95263	158772
1875	95321	158733
1876	95378	158693
1877	95437	158656
1878	95487	158604
1879	95531	158541
1880	95583	158493
1881	95634	158442
1882	95681	158384
1883	95729	158328
1884	95777	158274
1885	95829	158224
1886	95881	158176
1887	95928	158120
1888	95978	158067
1889	96034	158025
1890	96083	157970
1891	96133	157919
1892	96185	157870
1893	96236	157818
1894	96288	157770
1895	96337	157716
1896	96382	157656
1897	96430	157600
1898	96476	157543
1899	96525	157488
1900	96573	157433
1901	96623	157380
1902	96672	157328
1903	96719	157270
1904	96767	157216
1905	96826	157177
1906	96880	157132
1907	96926	157074
1908	96974	157019
1909	97022	156963
1910	97072	156910
1911	97127	156866
1912	97184	156826
1913	97233	156772
1914	97285	156723
1915	97333	156667
1916	97391	156629
1917	97444	156582
1918	97491	156525
1919	97536	156465
1920	97582	156405
1921	97635	156358
1922	97680	156298
1923	97725	156239
1924	97776	156188
1925	97832	156146
1926	97882	156093
1927	97931	156039
1928	97977	155981
1929	98029	155932
1930	98077	155878
1931	98124	155820
1932	98177	155773
1933	98234	155732
1934	98292	155693
1935	98347	155649
1936	98394	155591
1937	98454	155555
1938	98503	155502
1939	98551	155446
1940	98602	155396
1941	98650	155341
1942	98700	155289
1943	98752	155240
1944	98800	155185
1945	98856	155142
1946	98903	155086
1947	98950	155028
1948	98996	154970
1949	99044	154915
1950	99090	154857
1951	99136	154799
1952	99184	154744
1953	99237	154696
1954	99290	154649
1955	99341	154599
1956	99394	154551
1957	99449	154506
1958	99499	154455
1959	99549	154402
1960	99601	154354
1961	99651	154302
1962	99700	154248
1963	99752	154200
1964	99804	154150
1965	99857	154102
1966	99905	154048
1967	99951	153990
1968	99998	153933
1969	100048	153881
1970	100093	153822
1971	100143	153770
1972	100196	153722
1973	100261	153693
1974	100313	153644
1975	100360	153587
1976	100412	153539
1977	100467	153494
1978	100517	153442
1979	100577	153406
1980	100623	153348
1981	100672	153293
1982	100723	153244
1983	100772	153189
1984	100834	153156
1985	100887	153108
1986	100933	153050
1987	100984	153000
1988	101031	152943
1989	101078	152887
1990	101129	152836
1991	101178	152783
1992	101228	152731
1993	101275	152675
1994	101325	152623
1995	101382	152582
1996	101428	152523
1997	101485	152482
1998	101538	152435
1999	101588	152382
2000	101637	152329
2001	101684	152272
2002	101730	152215
2003	101776	152156
2004	101836	152119
2005	101883	152062
2006	101930	152006
2007	101976	151949
2008	102025	151895
2009	102070	151836
2010	102120	151784
2011	102170	151732
2012	102222	151683
2013	102271	151630
2014	102319	151575
2015	102368	151521
2016	102415	151465
2017	102462	151409
2018	102512	151357
2019	102569	151315
2020	102623	151269
2021	102673	151217
2022	102727	151171
2023	102782	151126
2024	102830	151071
2025	102884	151026
2026	102939	150981
2027	102994	150936
2028	103043	150882
2029	103093	150831
2030	103131	150762
2031	103182	150710
2032	103236	150664
2033	103286	150613
2034	103333	150557
2035	103385	150508
2036	103427	150444
2037	103470	150382
2038	103518	150328
2039	103563	150268
2040	103616	150221
2041	103657	150156
2042	103719	150121
2043	103780	150086
2044	103847	150057
2045	103897	150006
2046	103940	149943
2047	103989	149890
2048	104040	149841
2049	104090	149788
2050	104126	149717
2051	104173	149661
2052	104228	149615
2053	104278	149563
2054	104318	149497
2055	104366	149443
2056	104419	149395
2057	104469	149343
2058	104520	149293
2059	104569	149239
2060	104615	149182
2061	104670	149137
2062	104720	149085
2063	104768	149030
2064	104834	149001
2065	104891	148959
2066	104938	148904
2067	104998	148866
2068	105045	148810
2069	105090	148751
2070	105138	148696
2071	105188	148645
2072	105243	148599
2073	105294	148549
2074	105341	148492
2075	105391	148441
2076	105439	148386
2077	105482	148325
2078	105524	148261
2079	105571	148206
2080	105616	148146
2081	105664	148093
2082	105717	148044
2083	105762	147986
2084	105815	147938
2085	105867	147890
2086	105916	147836
2087	105969	147789
2088	106020	147738
2089	106066	147681
2090	106122	147637
2091	106169	147582
2092	106224	147536
2093	106274	147485
2094	106320	147427
2095	106370	147375
2096	106418	147321
2097	106468	147268
2098	106520	147220
2099	106566	147162
2100	106617	147113
2101	106667	147060
2102	106715	147006
2103	106763	146951
2104	106819	146908
2105	106868	146855
2106	106916	146800
2107	106968	146752
2108	107020	146702
2109	107071	146653
2110	107132	146616
2111	107181	146562
2112	107230	146509
2113	107280	146457
2114	107334	146411
2115	107383	146357
2116	107424	146293
2117	107476	146244
2118	107525	146191
2119	107571	146135
2120	107617	146077
2121	107670	146029
2122	107716	145972
2123	107768	145923
2124	107818	145872
2125	107869	145822
2126	107916	145765
2127	107974	145724
2128	108014	145659
2129	108063	145606
2130	108114	145556
2131	108170	145513
2132	108228	145471
2133	108275	145416
2134	108322	145359
2135	108371	145307
2136	108423	145258
2137	108470	145202
2138	108526	145158
2139	108575	145105
2140	108622	145049
2141	108670	144995
2142	108718	144940
2143	108769	144890
2144	108817	144836
2145	108868	144785
2146	108919	144735
2147	108968	144682
2148	109016	144628
2149	109065	144575
2150	109115	144523
2151	109165	144472
2152	109226	144434
2153	109275	144381
2154	109317	144318
2155	109364	144264
2156	109414	144211
2157	109461	144156
2158	109512	144105
2159	109561	144052
2160	109614	144005
2161	109662	143950
2162	109720	143909
2163	109777	143867
2164	109823	143810
2165	109873	143758
2166	109919	143701
2167	109966	143646
2168	110012	143588
2169	110060	143535
2170	110102	143473
2171	110148	143416
2172	110202	143369
2173	110249	143313
2174	110298	143261
2175	110351	143213
2176	110400	143160
2177	110449	143107
2178	110500	143056
2179	110556	143013
2180	110603	142958
2181	110643	142893
2182	110692	142840
2183	110738	142783
2184	110797	142743
2185	110850	142696
2186	110895	142638
2187	110945	142586
2188	110992	142531
2189	111041	142478
2190	111091	142426
2191	111141	142374
2192	111187	142317
2193	111237	142265
2194	111287	142214
2195	111329	142152
2196	111376	142097
2197	111435	142057
2198	111492	142014
2199	111548	141970
2200	111598	141919
2201	111646	141865
2202	111695	141812
2203	111747	141763
2204	111799	141714
2205	111847	141659
2206	111895	141605
2207	111944	141553
2208	111995	141502
2209	112043	141448
2210	112099	141404
2211	112151	141355
2212	112204	141307
2213	112254	141255
2214	112297	141196
2215	112346	141142
2216	112395	141090
2217	112450	141044
2218	112498	140991
2219	112546	140937
2220	112598	140887
2221	112640	140825
2222	112692	140776
2223	112741	140724
2224	112796	140678
2225	112837	140616
2226	112882	140558
2227	112932	140506
2228	112984	140457
2229	113038	140411
2230	113088	140359
2231	113137	140307
2232	113190	140259
2233	113246	140214
2234	113293	140159
2235	113346	140111
2236	113393	140056
2237	113443	140004
2238	113488	139947
2239	113534	139890
2240	113587	139842
2241	113638	139792
2242	113693	139747
2243	113756	139711
2244	113806	139659
2245	113858	139610
2246	113909	139560
2247	113966	139517
2248	114024	139475
2249	114070	139419
2250	114117	139364
2251	114169	139315
2252	114224	139269
2253	114274	139218
2254	114320	139162
2255	114368	139107
2256	114425	139064
2257	114471	139008
2258	114521	138956
2259	114573	138908
2260	114621	138853
2261	114674	138805
2262	114727	138757
2263	114783	138713
2264	114836	138665
2265	114886	138614
2266	114939	138566
2267	114987	138512
2268	115038	138461
2269	115085	138407
2270	115137	138357
2271	115185	138303
2272	115234	138251
2273	115280	138195
2274	115326	138138
2275	115376	138086
2276	115426	138034
2277	115473	137979
2278	115529	137935
2279	115576	137880
2280	115627	137829
2281	115666	137766
2282	115718	137716
2283	115779	137677
2284	115835	137634
2285	115885	137582
2286	115936	137531
2287	115982	137476
2288	116030	137422
2289	116091	137383
2290	116140	137331
2291	116204	137295
2292	116265	137257
2293	116328	137221
2294	116389	137182
2295	116440	137132
2296	116487	137076
2297	116535	137022
2298	116591	136978
2299	116637	136922
2300	116687	136870
2301	116744	136827
2302	116799	136782
2303	116852	136733
2304	116903	136683
2305	116953	136631
2306	117013	136592
2307	117067	136544
2308	117113	136488
2309	117159	136432
2310	117210	136382
2311	117258	136328
2312	117308	136276
2313	117357	136224
2314	117407	136172
2315	117453	136115
2316	117489	136048
2317	117540	135997
2318	117586	135942
2319	117633	135886
2320	117680	135832
2321	117729	135779
2322	117784	135733
2323	117839	135687
2324	117885	135632
2325	117934	135579
2326	117984	135527
2327	118035	135476
2328	118082	135422
2329	118138	135377
2330	118195	135334
2331	118248	135285
2332	118303	135240
2333	118349	135184
2334	118397	135130
2335	118445	135076
2336	118503	135034
2337	118556	134986
2338	118606	134934
2339	118655	134882
2340	118703	134828
2341	118761	134785
2342	118808	134730
2343	118859	134679
2344	118907	134626
2345	118956	134573
2346	119003	134519
2347	119055	134470
2348	119107	134420
2349	119154	134365
2350	119206	134316
2351	119261	134271
2352	119311	134219
2353	119360	134166
2354	119409	134113
2355	119459	134062
2356	119511	134013
2357	119564	133965
2358	119610	133908
2359	119663	133860
2360	119710	133805
2361	119786	133783
2362	119840	133736
2363	119888	133682
2364	119935	133627
2365	119980	133570
2366	120031	133520
2367	120079	133466
2368	120124	133409
2369	120169	133352
2370	120215	133296
2371	120261	133241
2372	120309	133186
2373	120360	133136
2374	120410	133084
2375	120461	133034
2376	120511	132982
2377	120558	132928
2378	120607	132876
2379	120656	132823
2380	120698	132763
2381	120765	132731
2382	120825	132689
2383	120879	132642
2384	120930	132592
2385	120979	132539
2386	121036	132496
2387	121094	132453
2388	121139	132397
2389	121190	132346
2390	121237	132291
2391	121282	132234
2392	121326	132176
2393	121372	132120
2394	121424	132071
2395	121471	132016
2396	121517	131960
2397	121561	131903
2398	121613	131854
2399	121661	131799
2400	121710	131746
2401	121761	131697
2402	121814	131649
2403	121866	131600
2404	121921	131553
2405	121965	131495
2406	122008	131436
2407	122054	131380
2408	122102	131327
2409	122154	131278
2410	122212	131234
2411	122259	131180
2412	122306	131125
2413	122354	131072
2414	122404	131020
2415	122456	130971
2416	122505	130918
2417	122559	130871
2418	122608	130819
2419	122655	130765
2420	122704	130712
2421	122760	130667
2422	122813	130619
2423	122876	130582
2424	122930	130534
2425	122976	130478
2426	123023	130423
2427	123077	130376
2428	123136	130335
2429	123193	130291
2430	123242	130238
2431	123285	130180
2432	123332	130125
2433	123383	130074
2434	123436	130026
2435	123487	129976
2436	123549	129937
2437	123598	129884
2438	123653	129839
2439	123710	129794
2440	123761	129744
2441	123808	129689
2442	123862	129642
2443	123910	129588
2444	123956	129533
2445	124007	129482
2446	124060	129434
2447	124114	129387
2448	124172	129344
2449	124217	129288
2450	124265	129234
2451	124312	129179
2452	124362	129128
2453	124415	129080
2454	124469	129032
2455	124518	128980
2456	124568	128928
2457	124617	128876
2458	124667	128825
2459	124730	128786
2460	124788	128743
2461	124839	128693
2462	124890	128642
2463	124941	128591
2464	124986	128535
2465	125039	128487
2466	125090	128436
2467	125141	128386
2468	125191	128335
2469	125238	128280
2470	125294	128235
2471	125352	128191
2472	125399	128137
2473	125447	128084
2474	125487	128023
2475	125541	127975
2476	125591	127923
2477	125638	127869
2478	125679	127809
2479	125731	127759
2480	125782	127709
2481	125837	127662
2482	125888	127612
2483	125938	127560
2484	125987	127508
2485	126032	127452
2486	126078	127396
2487	126129	127345
2488	126176	127291
2489	126225	127238
2490	126275	127187
2491	126324	127135
2492	126375	127085
2493	126424	127032
2494	126480	126987
2495	126532	126937
2496	126580	126884
2497	126629	126832
2498	126678	126780
2499	126736	126736
2500	126783	126682
2501	126834	126631
2502	126889	126584
2503	126954	126548
2504	127030	126523
2505	127079	126471
2506	127120	126410
2507	127169	126357
2508	127214	126301
2509	127261	126247
2510	127305	126190
2511	127351	126134
2512	127399	126081
2513	127440	126021
2514	127493	125973
2515	127537	125915
2516	127586	125862
2517	127633	125809
2518	127686	125759
2519	127744	125717
2520	127807	125677
2521	127857	125626
2522	127908	125576
2523	127959	125526
2524	128009	125474
2525	128057	125421
2526	128111	125373
2527	128167	125328
2528	128215	125274
2529	128270	125228
2530	128320	125176
2531	128373	125128
2532	128425	125079
2533	128477	125029
2534	128524	124975
2535	128577	124926
2536	128628	124876
2537	128675	124822
2538	128733	124778
2539	128786	124730
2540	128838	124680
2541	128891	124632
2542	128940	124579
2543	128988	124526
2544	129038	124475
2545	129087	124423
2546	129144	124378
2547	129201	124333
2548	129259	124290
2549	129307	124236
2550	129358	124185
2551	129404	124130
2552	129454	124079
2553	129505	124029
2554	129552	123974
2555	129597	123918
2556	129643	123863
2557	129708	123826
2558	129757	123773
2559	129804	123720
2560	129851	123665
2561	129904	123617
2562	129963	123574
2563	130019	123528
2564	130066	123474
2565	130115	123421
2566	130172	123377
2567	130225	123328
2568	130283	123285
2569	130336	123236
2570	130393	123192
2571	130443	123140
2572	130496	123091
2573	130548	123041
2574	130595	122988
2575	130651	122941
2576	130712	122901
2577	130758	122845
2578	130813	122799
2579	130860	122744
2580	130912	122695
2581	130958	122640
2582	131008	122589
2583	131061	122540
2584	131130	122506
2585	131180	122455
2586	131229	122402
2587	131277	122349
2588	131339	122309
2589	131396	122264
2590	131453	122220
2591	131500	122165
2592	131550	122114
2593	131598	122061
2594	131651	122012
2595	131705	121964
2596	131756	121914
2597	131807	121863
2598	131862	121816
2599	131911	121764
2600	131964	121716
2601	132013	121663
2602	132063	121611
2603	132118	121565
2604	132169	121514
2605	132218	121462
2606	132272	121414
2607	132327	121367
2608	132375	121314
2609	132424	121262
2610	132478	121214
2611	132538	121171
2612	132586	121119
2613	132643	121074
2614	132704	121032
2615	132752	120979
2616	132802	120927
2617	132856	120880
2618	132914	120835
2619	132962	120783
2620	133013	120732
2621	133066	120683
2622	133117	120633
2623	133171	120585
2624	133227	120538
2625	133279	120489
2626	133323	120432
2627	133372	120379
2628	133428	120334
2629	133480	120284
2630	133528	120231
2631	133577	120179
2632	133632	120132
2633	133685	120083
2634	133738	120034
2635	133789	119983
2636	133839	119932
2637	133887	119879
2638	133934	119825
2639	133987	119776
2640	134035	119723
2641	134085	119671
2642	134142	119626
2643	134202	119584
2644	134262	119542
2645	134316	119494
2646	134370	119446
2647	134426	119400
2648	134480	119351
2649	134525	119296
2650	134578	119247
2651	134627	119195
2652	134681	119147
2653	134737	119101
2654	134785	119048
2655	134838	118998
2656	134887	118946
2657	134937	118895
2658	134988	118844
2659	135035	118791
2660	135083	118737
2661	135136	118688
2662	135190	118640
2663	135237	118586
2664	135287	118535
2665	135333	118480
2666	135381	118426
2667	135435	118379
2668	135487	118329
2669	135538	118278
2670	135590	118229
2671	135644	118181
2672	135702	118136
2673	135746	118080
2674	135800	118032
2675	135853	117983
2676	135903	117932
2677	135955	117882
2678	136007	117832
2679	136053	117777
2680	136101	117724
2681	136151	117673
2682	136205	117625
2683	136255	117573
2684	136303	117520
2685	136351	117467
2686	136399	117413
2687	136453	117366
2688	136498	117310
2689	136545	117256
2690	136602	117211
2691	136654	117161
2692	136720	117124
2693	136774	117076
2694	136820	117020
2695	136863	116963
2696	136922	116919
2697	136979	116874
2698	137028	116821
2699	137076	116768
2700	137127	116718
2701	137184	116672
2702	137238	116624
2703	137286	116571
2704	137332	116516
2705	137380	116463
2706	137432	116413
2707	137486	116365
2708	137539	116317
2709	137586	116263
2710	137635	116210
2711	137695	116168
2712	137747	116118
2713	137795	116064
2714	137844	116012
2715	137891	115959
2716	137943	115909
2717	137993	115857
2718	138044	115807
2719	138106	115765
2720	138169	115725
2721	138228	115681
2722	138276	115628
2723	138328	115578
2724	138387	115534
2725	138434	115480
2726	138480	115426
2727	138536	115379
2728	138587	115328
2729	138638	115278
2730	138698	115235
2731	138747	115182
2732	138796	115130
2733	138853	115084
2734	138900	115030
2735	138948	114978
2736	138996	114924
2737	139048	114874
2738	139102	114827
2739	139168	114788
2740	139218	114737
2741	139266	114683
2742	139320	114636
2743	139372	114586
2744	139423	114535
2745	139473	114484
2746	139522	114431
2747	139583	114389
2748	139637	114341
2749	139692	114294
2750	139742	114242
2751	139791	114190
2752	139846	114142
2753	139893	114089
2754	139939	114034
2755	139989	113982
2756	140039	113931
2757	140087	113878
2758	140141	113829
2759	140190	113777
2760	140239	113725
2761	140294	113678
2762	140346	113628
2763	140398	113578
2764	140447	113526
2765	140496	113473
2766	140550	113425
2767	140598	113372
2768	140645	113318
2769	140707	113276
2770	140759	113227
2771	140808	113174
2772	140856	113122
2773	140905	113069
2774	140955	113018
2775	141004	112966
2776	141055	112915
2777	141108	112866
2778	141159	112816
2779	141210	112765
2780	141263	112715
2781	141313	112664
2782	141360	112611
2783	141416	112564
2784	141481	112524
2785	141534	112475
2786	141581	112422
2787	141631	112370
2788	141693	112328
2789	141746	112279
2790	141797	112228
2791	141845	112175
2792	141893	112122
2793	141944	112071
2794	141990	112017
2795	142042	111967
2796	142092	111916
2797	142141	111864
2798	142201	111820
2799	142254	111771
2800	142301	111717
2801	142352	111666
2802	142400	111613
2803	142453	111564
2804	142503	111513
2805	142557	111465
2806	142612	111417
2807	142666	111369
2808	142722	111322
2809	142772	111270
2810	142819	111217
2811	142867	111164
2812	142920	111114
2813	142971	111064
2814	143024	111015
2815	143073	110963
2816	143126	110914
2817	143183	110867
2818	143232	110816
2819	143290	110770
2820	143344	110722
2821	143399	110674
2822	143454	110627
2823	143492	110566
2824	143544	110516
2825	143592	110463
2826	143654	110421
2827	143711	110375
2828	143758	110321
2829	143806	110268
2830	143852	110214
2831	143906	110165
2832	143953	110112
2833	144006	110063
2834	144058	110013
2835	144108	109961
2836	144165	109915
2837	144217	109865
2838	144271	109817
2839	144329	109772
2840	144382	109722
2841	144428	109668
2842	144473	109612
2843	144520	109559
2844	144570	109507
2845	144619	109455
2846	144676	109409
2847	144730	109360
2848	144781	109310
2849	144836	109262
2850	144897	109219
2851	144960	109177
2852	145014	109129
2853	145065	109078
2854	145120	109031
2855	145183	108989
2856	145238	108941
2857	145287	108889
2858	145334	108835
2859	145381	108781
2860	145433	108731
2861	145484	108681
2862	145533	108628
2863	145580	108575
2864	145632	108525
2865	145689	108479
2866	145741	108429
2867	145789	108376
2868	145841	108326
2869	145896	108278
2870	145951	108230
2871	146003	108180
2872	146049	108126
2873	146101	108076
2874	146151	108024
2875	146204	107975
2876	146266	107933
2877	146318	107883
2878	146367	107830
2879	146424	107784
2880	146476	107734
2881	146532	107687
2882	146578	107633
2883	146624	107579
2884	146687	107537
2885	146733	107482
2886	146780	107428
2887	146827	107375
2888	146884	107328
2889	146936	107278
2890	146996	107234
2891	147048	107184
2892	147104	107137
2893	147155	107087
2894	147201	107032
2895	147249	106979
2896	147305	106932
2897	147355	106880
2898	147406	106829
2899	147457	106779
2900	147505	106726
2901	147550	106671
2902	147595	106616
2903	147647	106566
2904	147697	106514
2905	147743	106460
2906	147793	106409
2907	147841	106356
2908	147886	106301
2909	147935	106249
2910	147984	106197
2911	148035	106146
2912	148099	106104
2913	148154	106057
2914	148205	106005
2915	148251	105951
2916	148302	105901
2917	148353	105850
2918	148401	105797
2919	148449	105745
2920	148502	105695
2921	148556	105646
2922	148603	105593
2923	148655	105543
2924	148707	105493
2925	148761	105444
2926	148808	105391
2927	148859	105340
2928	148921	105297
2929	148970	105245
2930	149015	105190
2931	149067	105140
2932	149119	105090
2933	149170	105039
2934	149221	104988
2935	149274	104939
2936	149322	104886
2937	149368	104832
2938	149416	104779
2939	149462	104725
2940	149522	104681
2941	149569	104627
2942	149617	104574
2943	149670	104525
2944	149720	104473
2945	149774	104425
2946	149826	104375
2947	149874	104322
2948	149921	104268
2949	149970	104216
2950	150022	104166
2951	150074	104116
2952	150128	104067
2953	150175	104014
2954	150239	103972
2955	150296	103926
2956	150351	103878
2957	150397	103824
2958	150444	103770
2959	150494	103719
2960	150544	103667
2961	150598	103618
2962	150651	103569
2963	150702	103518
2964	150754	103469
2965	150800	103414
2966	150850	103363
2967	150896	103309
2968	150945	103256
2969	150994	103204
2970	151048	103156
2971	151089	103098
2972	151139	103047
2973	151185	102993
2974	151237	102943
2975	151288	102892
2976	151337	102840
2977	151386	102788
2978	151455	102749
2979	151505	102698
2980	151559	102649
2981	151605	102595
2982	151658	102546
2983	151705	102492
2984	151758	102443
2985	151804	102389
2986	151856	102339
2987	151908	102289
2988	151954	102234
2989	152007	102185
2990	152060	102136
2991	152112	102086
2992	152156	102031
2993	152208	101980
2994	152266	101934
2995	152314	101882
2996	152358	101826
2997	152405	101772
2998	152453	101720
2999	152508	101672
3000	152560	101622
3001	152610	101570
3002	152661	101520
3003	152721	101475
3004	152768	101422
3005	152819	101371
3006	152867	101318
3007	152917	101267
3008	152969	101217
3009	153016	101163
3010	153066	101112
3011	153129	101069
3012	153178	101017
3013	153227	100965
3014	153280	100916
3015	153328	100863
3016	153381	100814
3017	153436	100765
3018	153490	100717
3019	153538	100664
3020	153591	100614
3021	153653	100571
3022	153706	100521
3023	153766	100476
3024	153823	100430
3025	153879	100382
3026	153929	100331
3027	153979	100279
3028	154025	100225
3029	154071	100172
3030	154122	100120
3031	154169	100067
3032	154216	100014
3033	154262	99960
3034	154318	99913
3035	154378	99868
3036	154440	99824
3037	154488	99772
3038	154536	99718
3039	154590	99670
3040	154652	99626
3041	154702	99574
3042	154758	99527
3043	154805	99473
3044	154863	99428
3045	154909	99374
3046	154957	99321
3047	155002	99266
3048	155057	99218
3049	155108	99167
3050	155153	99113
3051	155201	99060
3052	155263	99016
3053	155314	98966
3054	155367	98916
3055	155415	98864
3056	155462	98810
3057	155516	98761
3058	155565	98709
3059	155614	98657
3060	155668	98608
3061	155716	98556
3062	155769	98506
3063	155817	98453
3064	155868	98403
3065	155917	98351
3066	155969	98300
3067	156019	98249
3068	156073	98200
3069	156123	98149
3070	156170	98096
3071	156215	98041
3072	156269	97992
3073	156323	97943
3074	156371	97891
3075	156418	97837
3076	156461	97782
3077	156512	97731
3078	156561	97679
3079	156610	97627
3080	156667	97580
3081	156717	97529
3082	156769	97478
3083	156822	97429
3084	156869	97375
3085	156915	97321
3086	156961	97268
3087	157012	97217
3088	157066	97168
3089	157121	97120
3090	157169	97067
3091	157218	97016
3092	157266	96963
3093	157314	96910
3094	157361	96857
3095	157413	96806
3096	157466	96757
3097	157519	96708
3098	157565	96654
3099	157614	96602
3100	157671	96555
3101	157723	96505
3102	157772	96453
3103	157821	96401
3104	157867	96347
3105	157913	96293
3106	157962	96241
3107	158014	96191
3108	158064	96140
3109	158117	96090
3110	158171	96041
3111	158228	95994
3112	158276	95941
3113	158323	95888
3114	158369	95835
3115	158419	95783
3116	158465	95730
3117	158512	95676
3118	158566	95627
3119	158622	95580
3120	158674	95529
3121	158727	95480
3122	158775	95427
3123	158826	95377
3124	158876	95326
3125	158930	95277
3126	158977	95223
3127	159026	95171
3128	159075	95119
3129	159126	95069
3130	159173	95016
3131	159223	94964
3132	159277	94915
3133	159331	94867
3134	159388	94819
3135	159430	94763
3136	159477	94710
3137	159526	94658
3138	159575	94606
3139	159633	94559
3140	159679	94506
3141	159733	94457
3142	159782	94405
3143	159829	94352
3144	159876	94299
3145	159923	94246
3146	159969	94192
3147	160026	94145
3148	160087	94100
3149	160135	94047
3150	160181	93994
3151	160233	93943
3152	160285	93893
3153	160338	93844
3154	160394	93796
3155	160446	93746
3156	160492	93692
3157	160542	93641
3158	160592	93590
3159	160646	93540
3160	160694	93488
3161	160746	93438
3162	160797	93387
3163	160843	93333
3164	160889	93280
3165	160935	93226
3166	160987	93176
3167	161036	93124
3168	161092	93076
3169	161139	93023
3170	161187	92971
3171	161237	92919
3172	161285	92867
3173	161332	92814
3174	161381	92762
3175	161429	92710
3176	161488	92663
3177	161540	92614
3178	161590	92562
3179	161642	92512
3180	161689	92459
3181	161739	92407
3182	161792	92358
3183	161843	92307
3184	161891	92255
3185	161942	92204
3186	161993	92154
3187	162040	92100
3188	162090	92049
3189	162139	91997
3190	162184	91943
3191	162233	91891
3192	162281	91839
3193	162334	91789
3194	162380	91736
3195	162427	91683
3196	162479	91632
3197	162527	91580
3198	162579	91530
3199	162639	91484
3200	162687	91432
3201	162736	91380
3202	162785	91328
3203	162834	91276
3204	162881	91223
3205	162937	91176
3206	162982	91122
3207	163029	91069
3208	163084	91020
3209	163130	90967
3210	163180	90915
3211	163231	90864
3212	163278	90811
3213	163326	90759
3214	163373	90706
