iter	Accuracy	Logloss
372	0.8170690658	0.4074642558
373	0.8169772637	0.4073870069
374	0.8170384651	0.4073236241
375	0.8170078644	0.4072467936
376	0.8172526699	0.4071535571
377	0.817344472	0.4070961211
378	0.8174362741	0.4070328278
379	0.8173750727	0.40700151
380	0.8173750727	0.4069789778
381	0.8174056734	0.406893003
382	0.8174974754	0.4068333855
383	0.8177116803	0.4067598422
384	0.8179564858	0.4066860599
385	0.8178952844	0.4066451792
386	0.8178952844	0.4066105742
387	0.8178646837	0.4065375389
388	0.8180482879	0.4064821349
389	0.8182012913	0.4064645634
390	0.8179870865	0.4064100261
391	0.8179258851	0.4063294901
392	0.8179870865	0.4062972458
393	0.8180482879	0.4062406465
394	0.8180482879	0.4062116296
395	0.8180788886	0.4061235331
396	0.81814009	0.4060923945
397	0.8181706907	0.4060140997
398	0.8182012913	0.4059886988
399	0.8183848955	0.4058903821
400	0.8183848955	0.4058156734
401	0.8183848955	0.4057811878
402	0.8185072983	0.4057184325
403	0.8185072983	0.4057182532
404	0.8185072983	0.4056598908
405	0.8184766976	0.4056175459
406	0.818537899	0.4055356352
407	0.818537899	0.4054553682
408	0.8185072983	0.40540872
409	0.818537899	0.4053650304
410	0.8185684996	0.4053269289
411	0.8185072983	0.4052789361
412	0.8185991003	0.4052457355
413	0.8187521038	0.4051807688
414	0.8190887114	0.4050894449
415	0.8190887114	0.4050428266
416	0.8190581107	0.4049681179
417	0.8190887114	0.4049470202
418	0.8190887114	0.4049336622
419	0.8191805135	0.4048929609
420	0.8192417149	0.4048496299
421	0.8193029162	0.4047766245
422	0.8193029162	0.4047748016
423	0.8192111142	0.404695461
424	0.8191805135	0.4046579871
425	0.8191193121	0.4046268784
426	0.8190887114	0.4045591026
427	0.8191193121	0.4045307432
428	0.8191499128	0.4045097052
429	0.8193029162	0.4044646409
430	0.8193335169	0.4044077726
431	0.8193029162	0.4044049038
432	0.8191499128	0.4043478562
433	0.8192723156	0.4042925718
434	0.8193641176	0.4042504958
435	0.8193335169	0.4042256925
436	0.8192417149	0.4041616821
437	0.8192723156	0.404126838
438	0.8192723156	0.404106308
439	0.8193029162	0.4040323762
440	0.8193335169	0.4040252939
441	0.819425319	0.4039987573
442	0.8193641176	0.4039505553
443	0.8193641176	0.4039489117
444	0.8194865204	0.4039024727
445	0.8194559197	0.4038387014
446	0.8195477218	0.4037939658
447	0.8195783225	0.403758763
448	0.8196701245	0.4037142068
449	0.8197619266	0.4036586832
450	0.8197925273	0.403637974
451	0.8199149301	0.4035895328
452	0.819823128	0.4035476362
453	0.8199455308	0.4035123737
454	0.8198843294	0.4034968343
455	0.8199149301	0.4034771709
456	0.8198843294	0.4034457335
457	0.8198537287	0.4034221554
458	0.8199149301	0.403394573
459	0.8198843294	0.4033557244
460	0.8199761315	0.403298647
461	0.8200067322	0.403250415
462	0.8199761315	0.4031863149
463	0.8201291349	0.403086026
464	0.8200985342	0.4030361504
465	0.8201597356	0.4029999615
466	0.8203739405	0.402925462
467	0.8202515377	0.4028680259
468	0.8202821384	0.4027953493
469	0.8201903363	0.4027528549
470	0.8203433398	0.4027131398
471	0.8203433398	0.4026797898
472	0.8203739405	0.4026037065
473	0.8203739405	0.4025642304
474	0.8203127391	0.4025175822
475	0.8204657425	0.4024370462
476	0.8204045411	0.4023819112
477	0.8203739405	0.4023279715
478	0.8204963432	0.4022581936
479	0.8204657425	0.4022041941
480	0.8204963432	0.402183963
481	0.8205881453	0.4021033075
482	0.8206493467	0.4020664611
483	0.8206799474	0.4020276425
484	0.820618746	0.4019698478
485	0.8207411487	0.4019105888
486	0.8207105481	0.4018342365
487	0.8208023501	0.4017599163
488	0.8209247529	0.4017086063
489	0.8207717494	0.4016528139
490	0.8209247529	0.4015934354
491	0.8208023501	0.4015439483
492	0.8207717494	0.4014837032
493	0.8208329508	0.4014790115
494	0.8208941522	0.4014456317
495	0.8208941522	0.4013971009
496	0.8208635515	0.4013888829
497	0.8208023501	0.4013040736
498	0.8207411487	0.4012804656
499	0.8206799474	0.4012303211
500	0.8206493467	0.4012005572
501	0.8205881453	0.4011632925
502	0.820618746	0.4011299425
503	0.8207411487	0.4010684423
504	0.8208023501	0.4010495858
505	0.8208023501	0.401031566
506	0.8209247529	0.4010080477
507	0.8208941522	0.4009494462
508	0.8208941522	0.4009113448
509	0.8208635515	0.4009045313
510	0.8208941522	0.4008730043
511	0.8208023501	0.4008396244
512	0.8207411487	0.4008156877
513	0.8208023501	0.4007719084
514	0.8208635515	0.4007503923
515	0.8208635515	0.4007184767
516	0.8210471557	0.4006893105
517	0.8210471557	0.4006876071
518	0.8210471557	0.4006311572
519	0.8211389577	0.4005971498
520	0.8211695584	0.4005487087
521	0.8211389577	0.4005231284
522	0.8212613605	0.4004930058
523	0.8212307598	0.4004680531
524	0.8210777564	0.4004154283
525	0.8210471557	0.4003739201
526	0.821108357	0.4003216539
527	0.821108357	0.4002754242
528	0.8210777564	0.4002444947
529	0.8210777564	0.4002427017
530	0.8210471557	0.4002110551
531	0.8210777564	0.4001781235
532	0.8210471557	0.4001583705
533	0.8209859543	0.4001385578
534	0.8212001591	0.4000835423
535	0.8211389577	0.4000419445
536	0.8212001591	0.3999934137
537	0.8211389577	0.3999389062
538	0.8210777564	0.3998878353
539	0.8212001591	0.3998478512
540	0.8212001591	0.3998203584
541	0.8211695584	0.3997798962
542	0.8212001591	0.3997501621
543	0.8212613605	0.399731963
544	0.8212307598	0.3996701939
545	0.8212919612	0.3996421034
546	0.8212919612	0.3995990114
547	0.8213531626	0.3995722956
548	0.8213837633	0.3995274405
549	0.8213531626	0.399510108
550	0.8214755653	0.3994286755
551	0.8214449647	0.3994018103
552	0.821414364	0.3993137436
553	0.8214755653	0.39927878
554	0.8214755653	0.3992549329
555	0.8214755653	0.3992514664
556	0.821506166	0.3992270516
557	0.821506166	0.399216443
558	0.8215367667	0.3991856032
559	0.8215979681	0.399147711
560	0.8216285688	0.3991396424
561	0.8215979681	0.3991029455
562	0.8215367667	0.3990516953
563	0.8215673674	0.3989829932
564	0.821506166	0.3989414253
565	0.8215979681	0.3989158151
566	0.8216897702	0.398876608
567	0.8216897702	0.3988685095
568	0.8217815723	0.3988063519
569	0.8217815723	0.3987826543
570	0.8216897702	0.398732958
571	0.8219345757	0.3986600125
572	0.8220263778	0.398658847
573	0.8219957771	0.3986346115
574	0.8219345757	0.3985968985
575	0.821903975	0.3985854233
576	0.8220875792	0.3984988209
577	0.8221181799	0.3984704615
578	0.8221181799	0.3984501108
579	0.8221487806	0.3984137127
580	0.8221487806	0.3984121887
581	0.8221793813	0.3983573525
582	0.8222405826	0.3983269909
583	0.822301784	0.3982797152
584	0.8223323847	0.3982164518
585	0.8223935861	0.3981592847
586	0.8223323847	0.3981346607
587	0.822301784	0.3980575613
588	0.8223629854	0.3980136625
589	0.822301784	0.3979650719
590	0.8223935861	0.39794762
591	0.8223935861	0.3979222788
592	0.8223935861	0.3979120586
593	0.8223629854	0.3978828923
594	0.8224241868	0.3978629899
595	0.8224547875	0.3978609579
596	0.8224241868	0.3978496619
597	0.8224241868	0.3978472413
598	0.8224547875	0.3978420416
599	0.8224853882	0.3978163119
600	0.8224241868	0.3977836194
601	0.8224241868	0.3977822448
602	0.8223935861	0.3977461754
603	0.8224853882	0.3976872153
604	0.8225465896	0.3976528791
605	0.8226077909	0.3976292712
606	0.8224547875	0.3975810392
607	0.8224241868	0.397566725
608	0.8224853882	0.3975256651
609	0.8225159889	0.3975083327
610	0.8225159889	0.3974601605
611	0.8224547875	0.3974371204
612	0.8224853882	0.3974049358
613	0.8225159889	0.3973726617
614	0.8224853882	0.3973480676
615	0.8224241868	0.3973033619
616	0.8223629854	0.3972931118
617	0.8223629854	0.3972679201
618	0.8224547875	0.3971949147
619	0.8223629854	0.3971564845
620	0.8223629854	0.3971551995
621	0.8222711833	0.3971479378
622	0.8223323847	0.3971015288
623	0.8223629854	0.3970766956
624	0.8223629854	0.3970743348
625	0.8223629854	0.397070181
626	0.8223935861	0.3970228755
627	0.8223935861	0.3969918863
628	0.8224241868	0.3969866567
629	0.8224853882	0.3969327469
630	0.8223323847	0.3969025346
631	0.8224547875	0.396828065
632	0.8224853882	0.396818054
633	0.8224853882	0.3968043674
634	0.8225159889	0.3967472899
635	0.8224853882	0.3967255646
636	0.8224547875	0.3967173168
637	0.8224547875	0.3967049151
638	0.8224547875	0.3966658275
639	0.8224547875	0.3966619726
640	0.8225159889	0.3966247975
641	0.8224853882	0.3965625502
642	0.8225159889	0.3965374481
643	0.8225159889	0.3965291106
644	0.8224547875	0.3965244488
645	0.8224547875	0.3964762168
646	0.8224853882	0.3964733779
647	0.8225159889	0.396450786
648	0.822699593	0.3964214404
649	0.8227301937	0.3963835182
650	0.8226383916	0.3963505567
651	0.8226077909	0.3963235122
652	0.8226383916	0.3962992468
653	0.8228831972	0.3962824523
654	0.8228219958	0.3962227451
655	0.8227913951	0.3962221773
656	0.8228525965	0.3961711064
657	0.8227607944	0.396118123
658	0.8227913951	0.3961020755
659	0.8228219958	0.3960765849
660	0.8228219958	0.3960753597
661	0.8228525965	0.396037587
662	0.8229137979	0.395977043
663	0.8229137979	0.3959404955
664	0.8229443985	0.3959195472
665	0.8230055999	0.3958746622
666	0.8230362006	0.3958590032
667	0.8230668013	0.3958404456
668	0.8230668013	0.3958281336
669	0.823097402	0.3957804993
670	0.8230668013	0.3957788557
671	0.8230362006	0.3957527077
672	0.823097402	0.3957350167
673	0.8230362006	0.3957200749
674	0.8230362006	0.3957068963
675	0.823097402	0.3956823022
676	0.8230668013	0.395649789
677	0.8230362006	0.3955524584
678	0.8230668013	0.3955336916
679	0.8230362006	0.3955175545
680	0.823097402	0.3955050632
681	0.8230668013	0.3954703984
682	0.8230668013	0.3954692329
683	0.8231280027	0.395422525
684	0.823097402	0.395386366
685	0.8231586034	0.395345575
686	0.8231586034	0.3953428258
687	0.8231280027	0.3953255232
688	0.8231280027	0.395322505
689	0.8231280027	0.3952988373
690	0.8231586034	0.3952634253
691	0.8231280027	0.3952371578
692	0.8231892041	0.3951752093
693	0.8231892041	0.3951413812
694	0.8231892041	0.3951128723
695	0.8232198048	0.3950910574
696	0.8231586034	0.3950548984
697	0.8231586034	0.3950073537
698	0.8232198048	0.3949787851
699	0.8233116068	0.3949656065
700	0.8232810062	0.3949046143
701	0.8232810062	0.3949002214
702	0.8233116068	0.394879034
703	0.8233728082	0.3948722505
704	0.8233728082	0.3948707563
705	0.8234340096	0.3948369282
706	0.8234034089	0.3948005301
707	0.8234034089	0.3947506845
708	0.8233728082	0.3947483834
709	0.8233422075	0.3947065167
710	0.8233422075	0.3946800698
711	0.8232810062	0.3946352744
712	0.8232810062	0.3946204223
713	0.8232810062	0.3946188385
714	0.8232504055	0.3946161191
715	0.8232810062	0.3946060484
716	0.8234034089	0.3945617312
717	0.8234340096	0.3945268272
718	0.8234034089	0.3944932382
719	0.8233422075	0.3944334115
720	0.8233116068	0.3944272853
721	0.8233116068	0.3943654863
722	0.8233728082	0.3943476459
723	0.8234034089	0.3943184796
724	0.8234646103	0.3942684247
725	0.8236176138	0.394227066
726	0.8236176138	0.3942269763
727	0.8236176138	0.3942254224
728	0.8236176138	0.3942237489
729	0.8236176138	0.3941802684
730	0.8236176138	0.3941283608
731	0.8235870131	0.3941249541
732	0.8236788151	0.3940648584
733	0.8236176138	0.3940241571
734	0.8236788151	0.3940019238
735	0.8236788151	0.3939575169
736	0.8236788151	0.3938643103
737	0.8236788151	0.3938550763
738	0.8237094158	0.3938475756
739	0.8237094158	0.3938353532
740	0.8237706172	0.3938251032
741	0.8238624193	0.3937822503
742	0.8237400165	0.3937547276
743	0.8237400165	0.3937538908
744	0.8237400165	0.3937457924
745	0.8237094158	0.393724874
746	0.8237706172	0.3936836646
747	0.8238012179	0.3936543788
748	0.8238012179	0.393647147
749	0.8237706172	0.3936200726
750	0.8238318186	0.3936030988
751	0.8238624193	0.3936013356
752	0.8239542214	0.393582001
753	0.8238624193	0.3935725279
754	0.8238624193	0.3935179009
755	0.8240460234	0.3934701471
756	0.8240766241	0.3934167752
757	0.8240766241	0.3934062263
758	0.8240766241	0.393372966
759	0.8240154227	0.3933643894
760	0.8240154227	0.3933592196
761	0.8240154227	0.3933507925
762	0.8239848221	0.3933409608
763	0.8239236207	0.3933238973
764	0.8239542214	0.3933213871
765	0.8239848221	0.3933147231
766	0.8239542214	0.3932888141
767	0.8239236207	0.3932392972
768	0.8239236207	0.3932361893
769	0.8239236207	0.3932329918
770	0.8240154227	0.3932161076
771	0.8240460234	0.3931993429
772	0.8240460234	0.393198566
773	0.8240154227	0.3931740615
774	0.8240154227	0.3931732547
775	0.8240154227	0.3931715812
776	0.8240460234	0.3931592692
777	0.8240766241	0.3931389185
778	0.8241072248	0.3931202115
779	0.8240766241	0.3931189862
780	0.8240766241	0.3931152508
781	0.8241072248	0.3931086167
782	0.8241990269	0.3930715313
783	0.8241990269	0.3930707244
784	0.8241684262	0.3930697084
785	0.8241684262	0.3930675866
786	0.8242296276	0.3930466981
787	0.8242602283	0.3930142446
788	0.8241990269	0.3929873495
789	0.8241990269	0.3929744398
790	0.8241990269	0.3929716308
791	0.8241990269	0.3929615899
792	0.8242296276	0.3929329018
793	0.8242602283	0.3928924694
794	0.8242602283	0.3928894213
795	0.8242602283	0.3928726865
796	0.8241990269	0.3928562805
797	0.8243214297	0.392808198
798	0.8243214297	0.3928060762
799	0.8243214297	0.3928051499
800	0.824290829	0.3927724274
801	0.824290829	0.3927713217
802	0.824290829	0.3927675863
803	0.8243520304	0.3927662416
804	0.8243520304	0.3927486103
805	0.8243520304	0.3927448749
806	0.824382631	0.392742544
807	0.824382631	0.3927419164
808	0.824382631	0.3927413785
809	0.8243520304	0.3927385097
810	0.8244132317	0.3927157683
811	0.8244438324	0.3926649066
812	0.8244744331	0.3926221434
813	0.8244744331	0.3926213365
814	0.8245662352	0.3926032869
815	0.8245662352	0.3925649763
816	0.8245968359	0.3925372145
817	0.8245968359	0.3925353916
818	0.8246580373	0.3925022209
819	0.8246580373	0.3924980671
820	0.8246274366	0.3924694089
821	0.8246274366	0.392465793
822	0.8246580373	0.3924614897
823	0.82478044	0.3924370749
824	0.82478044	0.3924365968
825	0.8248110407	0.3924058168
826	0.8248110407	0.392383972
827	0.8247498393	0.3923654741
828	0.8248110407	0.3923471256
829	0.8248416414	0.3923133573
830	0.8248110407	0.3922787223
831	0.8248722421	0.39223058
832	0.8248416414	0.3922263366
833	0.8248722421	0.3922232287
834	0.8248722421	0.3922035654
835	0.8248722421	0.392201354
836	0.8249028428	0.3921985151
837	0.8249028428	0.392198007
838	0.8248416414	0.3921578436
839	0.8249334435	0.3921079382
840	0.8249334435	0.3921063843
841	0.8249334435	0.3920680437
842	0.8249028428	0.3920355006
843	0.8248722421	0.3919899283
844	0.8249028428	0.3919831448
845	0.8250252456	0.3919544865
846	0.8250252456	0.3919363771
847	0.8250558463	0.3918773273
848	0.8250558463	0.3918585904
849	0.8250558463	0.3918580824
850	0.8250558463	0.3918576341
851	0.8250558463	0.3918546458
852	0.825086447	0.3918518367
853	0.8250558463	0.3918484898
854	0.8250252456	0.3918365961
855	0.8250558463	0.3918356996
856	0.8250252456	0.3918045311
857	0.8250252456	0.3918032163
858	0.8251170476	0.3917465871
859	0.8250558463	0.3917334084
860	0.825086447	0.3917303902
861	0.825086447	0.3917303006
862	0.8250558463	0.3917052881
863	0.8250558463	0.3916806342
864	0.8250558463	0.391680186
865	0.825086447	0.3916793791
866	0.825086447	0.3916789906
867	0.8252088497	0.3916379008
868	0.8252088497	0.3916374825
869	0.825178249	0.3916303104
870	0.8252088497	0.391629892
871	0.825178249	0.3916061944
872	0.8252088497	0.3916004269
873	0.8252088497	0.3916000683
874	0.8252088497	0.3915977972
875	0.8252394504	0.3915682723
876	0.8252394504	0.3915679436
877	0.8253006518	0.391559875
878	0.8253618532	0.3915060848
879	0.8254842559	0.3914438076
880	0.8254842559	0.3913990122
881	0.8254842559	0.3913981456
882	0.825576058	0.3913461483
883	0.825576058	0.3913457897
884	0.8256066587	0.3913090032
885	0.8256066587	0.3913087641
886	0.8255148566	0.3912677938
887	0.8255148566	0.391265702
888	0.8255454573	0.391254675
889	0.8256066587	0.3912047098
890	0.825576058	0.3912015421
891	0.8255454573	0.3911424625
892	0.8255454573	0.3911421636
893	0.8255148566	0.3911395638
894	0.8254842559	0.3911256082
895	0.8254842559	0.3911043013
896	0.8254842559	0.391065124
897	0.8254536553	0.3910188943
898	0.8254536553	0.3910185655
899	0.8254536553	0.3910172805
900	0.8255454573	0.3909785814
901	0.8255148566	0.3909619363
902	0.8255454573	0.3909212948
903	0.8255454573	0.3909197707
904	0.825576058	0.3909040221
905	0.825576058	0.3908908734
906	0.8256372594	0.3908640081
907	0.8256984608	0.3908318535
908	0.8256984608	0.3908315248
909	0.8257290615	0.3908095903
910	0.8259432663	0.3907696958
911	0.8259432663	0.3907661995
912	0.8259126656	0.3907262154
913	0.8258820649	0.3907025775
914	0.8259126656	0.3907022787
915	0.8259126656	0.3906553019
916	0.8259126656	0.3906219818
917	0.825973867	0.390565233
918	0.8258820649	0.3905242926
919	0.8259432663	0.3905080659
920	0.8259432663	0.3905070798
921	0.8259432663	0.3905055557
922	0.825973867	0.3904800352
923	0.825973867	0.3904755228
924	0.825973867	0.3904732218
925	0.825973867	0.3904723253
926	0.8260044677	0.3904355985
927	0.8260044677	0.3904335066
928	0.8260044677	0.3904302792
929	0.8260044677	0.3904038323
930	0.8260350684	0.3904001566
931	0.8260962698	0.3903457089
932	0.8260962698	0.3903104464
933	0.8260962698	0.3903102073
934	0.8260350684	0.390297477
935	0.8260350684	0.3902955943
936	0.8260350684	0.3902930542
937	0.8260044677	0.3902676234
938	0.8260044677	0.3902673544
939	0.8260656691	0.3902183455
940	0.8260656691	0.3902181064
941	0.8260656691	0.3902155663
942	0.8260656691	0.3902144009
943	0.8260656691	0.3901970983
944	0.8260656691	0.3901968892
945	0.8259432663	0.3901514065
946	0.8259432663	0.390143577
947	0.8258820649	0.3901206564
948	0.8259126656	0.390066896
949	0.8259126656	0.3900547035
950	0.8259432663	0.3900352494
951	0.8258820649	0.3900233856
952	0.8258820649	0.3900231764
953	0.8258820649	0.3900230868
954	0.8258820649	0.3900103564
955	0.8259126656	0.3899775444
956	0.8259126656	0.3899773352
957	0.8258820649	0.3899449116
958	0.8258820649	0.3899447024
959	0.8259126656	0.3899288343
960	0.8259432663	0.3898895674
961	0.825973867	0.3898872066
962	0.8260044677	0.3898559186
963	0.8260044677	0.3898556795
964	0.8260350684	0.3898467742
965	0.8260044677	0.389818624
966	0.8260044677	0.389818355
967	0.8260656691	0.3897901749
968	0.8260656691	0.3897899657
969	0.8260656691	0.3897889497
970	0.8260656691	0.3897541653
971	0.8260656691	0.3897480093
972	0.8260962698	0.389719859
973	0.8261268705	0.389704738
974	0.8261574712	0.3896781118
975	0.8262492732	0.3896510075
976	0.8262798739	0.3896464054
977	0.8262492732	0.3896382771
978	0.8262492732	0.3896372611
979	0.8261880719	0.3896130256
980	0.8261574712	0.389586489
981	0.8261574712	0.3895855328
982	0.8262492732	0.3895542746
983	0.8262492732	0.3895152468
984	0.8262492732	0.3895150675
985	0.8263410753	0.3894673734
986	0.8263410753	0.3894439448
987	0.8262798739	0.3894158244
988	0.8263410753	0.3894041998
989	0.826371676	0.3894040503
990	0.8263104746	0.3893799941
991	0.8263104746	0.3893397112
992	0.8263104746	0.3893395618
993	0.8263104746	0.3893367228
994	0.8262798739	0.389334362
995	0.8262492732	0.3893300887
996	0.8262186725	0.3893230362
997	0.8263104746	0.3892961112
998	0.8263104746	0.3892942285
999	0.8262798739	0.3892545134
1000	0.8265858808	0.3892051757
1001	0.8265858808	0.3892050263
1002	0.8265858808	0.3891990197
1003	0.8265858808	0.3891541945
1004	0.8265858808	0.3891151069
1005	0.8265858808	0.3890655003
1006	0.8264634781	0.3890531584
1007	0.8264634781	0.3890513056
1008	0.8265246795	0.3890297895
1009	0.8265246795	0.3890248588
1010	0.8265246795	0.3890232749
1011	0.8264940788	0.388987086
1012	0.826371676	0.388975551
1013	0.826371676	0.3889753418
1014	0.826371676	0.3889751924
1015	0.826371676	0.3889698433
1016	0.8264328774	0.3889250479
1017	0.826371676	0.3888944472
1018	0.8264634781	0.388870899
1019	0.8264022767	0.38886809
1020	0.8264022767	0.3888679107
1021	0.826371676	0.3888578698
1022	0.8264328774	0.3888315126
1023	0.8264328774	0.3888304368
1024	0.8264328774	0.3888303173
1025	0.8264328774	0.388830138
1026	0.8264328774	0.3888300184
1027	0.8264940788	0.3887975649
1028	0.8264940788	0.3887748834
1029	0.8264940788	0.3887744052
1030	0.8264940788	0.3887741961
1031	0.8264328774	0.388748317
1032	0.8264328774	0.3887476894
1033	0.8265552801	0.388736005
1034	0.8265858808	0.38871676
1035	0.8266164815	0.3887152658
1036	0.8266470822	0.3886696935
1037	0.8266164815	0.3886036211
1038	0.8266776829	0.3885880219
1039	0.8266470822	0.3885703608
1040	0.8266470822	0.3885673127
1041	0.8266470822	0.3885672828
1042	0.8266470822	0.3885567339
1043	0.826769485	0.3885122075
1044	0.8267082836	0.3884890478
1045	0.8267082836	0.3884889283
1046	0.8267082836	0.3884888685
1047	0.8267082836	0.3884826528
1048	0.8267388843	0.3884732992
1049	0.8267388843	0.3884732096
1050	0.8266470822	0.3884536359
1051	0.8265858808	0.3884375885
1052	0.8266164815	0.3884023259
1053	0.8265552801	0.3883672427
1054	0.8266164815	0.388366137
1055	0.8266164815	0.3883660175
1056	0.8265858808	0.3883649417
1057	0.8265858808	0.3883648222
1058	0.8265858808	0.3883612361
1059	0.8266164815	0.3883380764
1060	0.8266470822	0.388317427
1061	0.8266164815	0.3882685674
1062	0.8266776829	0.388247918
1063	0.8266776829	0.3881894061
1064	0.8266470822	0.388155309
1065	0.8266470822	0.3881551297
1066	0.8266776829	0.3881501392
1067	0.8266470822	0.3881473003
1068	0.8267388843	0.3881319999
1069	0.8267388843	0.3880821841
1070	0.8267082836	0.3880819749
1071	0.8267082836	0.3880818554
1072	0.826769485	0.3880744443
1073	0.8267082836	0.3880321891
1074	0.826769485	0.3880027239
1075	0.8268000857	0.3880009907
1076	0.826769485	0.3879926532
1077	0.8268000857	0.387990651
1078	0.8268000857	0.3879864076
1079	0.8268612871	0.3879607376
1080	0.8268306864	0.3879207535
1081	0.8268000857	0.3879203949
1082	0.8268306864	0.3878930217
1083	0.8268306864	0.3878926929
1084	0.8268306864	0.38789087
1085	0.8268306864	0.387888838
1086	0.8267082836	0.3878584763
1087	0.8267082836	0.3878430565
1088	0.8267082836	0.3878429967
1089	0.8268000857	0.3878128144
1090	0.826769485	0.3877989783
1091	0.8268918878	0.387778538
1092	0.8268918878	0.3877784185
1093	0.8268918878	0.3877571116
1094	0.8269224884	0.3877334438
1095	0.8269224884	0.3877333841
1096	0.8270142905	0.3877139
1097	0.8269224884	0.3876835683
1098	0.8269224884	0.3876733183
1099	0.8269224884	0.3876442715
1100	0.8269530891	0.3876380259
1101	0.8269530891	0.3876378466
1102	0.8269530891	0.3876377868
1103	0.8269224884	0.3876198567
1104	0.8269224884	0.3876135812
1105	0.8269224884	0.3875816357
1106	0.8269530891	0.3875540831
1107	0.8269530891	0.3875520809
1108	0.8269836898	0.3875339417
1109	0.8270142905	0.3875008606
1110	0.8271060926	0.3874712162
1111	0.8271060926	0.3874326665
1112	0.8271060926	0.3874326068
1113	0.8271060926	0.387432547
1114	0.8271060926	0.3874319493
1115	0.8271060926	0.3874296782
1116	0.8271060926	0.3873954915
1117	0.8271060926	0.3873954616
1118	0.8271060926	0.3873941168
1119	0.8271060926	0.3873940272
1120	0.8271060926	0.3873939973
1121	0.8271060926	0.3873935789
1122	0.8271060926	0.3873935192
1123	0.8271060926	0.3873716444
1124	0.8271060926	0.387371495
1125	0.8271060926	0.3873714353
1126	0.8271060926	0.3873304052
1127	0.8271060926	0.3873302857
1128	0.8271060926	0.3873298673
1129	0.8271366933	0.3873285226
1130	0.8271366933	0.3873280743
1131	0.8271060926	0.38727019
1132	0.8271060926	0.3872653788
1133	0.8271060926	0.3872649604
1134	0.8271060926	0.3872621812
1135	0.8271060926	0.387261225
1136	0.8271060926	0.3872585653
1137	0.8271366933	0.3872340011
1138	0.8271366933	0.3871999339
1139	0.8271366933	0.3871998443
1140	0.8271366933	0.3871998144
1141	0.8271366933	0.3871963778
1142	0.8271366933	0.3871959594
1143	0.8271978947	0.3871459345
1144	0.8271978947	0.387122207
1145	0.8271978947	0.3871175153
1146	0.8272896967	0.3870898133
1147	0.8272590961	0.3870686856
1148	0.8272284954	0.3870472891
1149	0.8272284954	0.387044749
1150	0.8272896967	0.3870258925
1151	0.8272896967	0.3870238305
1152	0.8272896967	0.3870067671
1153	0.8272896967	0.3870047649
1154	0.8272896967	0.3870047051
1155	0.8272896967	0.386981635
1156	0.8272896967	0.3869816052
1157	0.8273508981	0.3869679185
1158	0.8273814988	0.3869647509
1159	0.8273814988	0.3869645118
1160	0.8273814988	0.3869634958
1161	0.8274427002	0.3868928512
1162	0.8274733009	0.3868784772
1163	0.8275039016	0.3868774014
1164	0.8274427002	0.3868453663
1165	0.8274120995	0.3868438423
1166	0.8274733009	0.3868048144
1167	0.8274733009	0.3868038283
1168	0.8274733009	0.3867762757
1169	0.8275039016	0.386774662
1170	0.8275039016	0.3867571503
1171	0.8275039016	0.3867571204
1172	0.8275039016	0.3867386225
1173	0.8275039016	0.386738234
1174	0.8275039016	0.3867364709
1175	0.8275345023	0.3867154329
1176	0.8275345023	0.38670593
1177	0.8275345023	0.3867057806
1178	0.8275957037	0.3867046151
1179	0.827565103	0.3866563832
1180	0.827565103	0.3866550384
1181	0.827565103	0.3866550085
1182	0.8275957037	0.3866490318
1183	0.8275957037	0.3866489721
1184	0.8275345023	0.3866331637
1185	0.8275345023	0.3866326557
1186	0.8275345023	0.3866301156
1187	0.8275345023	0.3866299363
1188	0.827656905	0.3866065973
1189	0.827656905	0.3865854398
1190	0.827656905	0.3865846628
1191	0.8276875057	0.3865838261
1192	0.8276875057	0.3865837364
1193	0.8277487071	0.3865672108
1194	0.8277487071	0.3865671809
1195	0.8277487071	0.3865671212
1196	0.8276875057	0.3865559746
1197	0.8277487071	0.3865267785
1198	0.8278405092	0.386509984
1199	0.8278099085	0.3864773811
1200	0.8278099085	0.3864762156
1201	0.8278099085	0.3864761857
1202	0.8278099085	0.3864761558
1203	0.8278099085	0.3864757076
1204	0.8277793078	0.3864561638
1205	0.8277181064	0.3864341994
1206	0.8277181064	0.3864340201
1207	0.8277793078	0.386387641
1208	0.8278099085	0.3863677684
1209	0.8277181064	0.3863484936
1210	0.8277793078	0.3863282923
1211	0.8277793078	0.3863282027
1212	0.8277793078	0.3863082106
1213	0.8278099085	0.3862883082
1214	0.8278099085	0.3862868738
1215	0.8278099085	0.3862589627
1216	0.8279017106	0.3862014668
1217	0.8278405092	0.3861746912
1218	0.8278711099	0.3861441503
1219	0.8278711099	0.386141909
1220	0.8278711099	0.3861418194
1221	0.8278711099	0.3861417596
1222	0.8279017106	0.386102672
1223	0.8278099085	0.386079602
1224	0.8280241133	0.3860531551
1225	0.8279935127	0.3860219866
1226	0.8280853147	0.3859976614
1227	0.828054714	0.3859376853
1228	0.828054714	0.3859369681
1229	0.828054714	0.3859368784
1230	0.8280853147	0.3859320074
1231	0.8281159154	0.3859100431
1232	0.8281159154	0.3859100132
1233	0.8281159154	0.3858841938
1234	0.8281465161	0.3858754081
1235	0.8281465161	0.3858754081
1236	0.8281771168	0.3858620801
1237	0.8281771168	0.3858601675
1238	0.8281465161	0.3858600779
1239	0.8281159154	0.3858226637
1240	0.8281771168	0.3857803188
